Drug_Pair_CUIs,Interaction_Class
C2352806_C0055891,0
C0008318_C0146224,0
C0146224_C0008318,0
C0025893_C1831919,0
C1831919_C0025893,0
C0030049_C1831919,0
C1831919_C0030049,0
C0137996_C1328134,0
C1328134_C0137996,0
C0004886_C1328134,0
C1328134_C0004886,0
C0002403_C0532362,0
C0532362_C0002403,0
C0964264_C0002371,0
C0964264_C0282045,0
C0002371_C0964264,0
C0002371_C0282045,0
C0282045_C0964264,0
C0282045_C0002371,0
C0093999_C0076733,0
C0076733_C0093999,0
C0964264_C0006681,0
C0964264_C0205687,0
C0964264_C1165560,0
C0006681_C0964264,0
C0006681_C0205687,0
C0006681_C1165560,0
C0205687_C0964264,0
C0205687_C0006681,0
C0205687_C1165560,0
C1165560_C0964264,0
C1165560_C0006681,0
C1165560_C0205687,0
C3853921_C0062941,0
C0062941_C3853921,0
C0008932_C3818721,0
C3818721_C0008932,0
C0078257_C0018242,5
C0078257_C0304315,5
C0078257_C0304316,5
C0078257_C4256085,5
C0018242_C0078257,0
C0018242_C0304315,0
C0018242_C0304316,0
C0018242_C4256085,0
C0304315_C0078257,0
C0304315_C0018242,0
C0304315_C0304316,0
C0304315_C4256085,0
C0304316_C0078257,0
C0304316_C0018242,0
C0304316_C0304315,0
C0304316_C4256085,0
C4256085_C0078257,0
C4256085_C0018242,0
C4256085_C0304315,0
C4256085_C0304316,0
C0025942_C1698364,0
C1698364_C0025942,0
C0025942_C1135132,2
C1135132_C0025942,0
C0039416_C3505293,0
C0039416_C3652586,0
C0039416_C1328134,0
C3505293_C0039416,0
C3505293_C3652586,0
C3505293_C1328134,0
C3652586_C0039416,0
C3652586_C3505293,0
C3652586_C1328134,0
C1328134_C0039416,0
C1328134_C3505293,0
C1328134_C3652586,0
C0032334_C1831919,0
C1831919_C0032334,0
C0027603_C0964264,0
C0964264_C0027603,0
C0528166_C0078257,0
C0078257_C0528166,0
C3853921_C0012132,0
C0012132_C3853921,0
C0062705_C1328134,0
C1328134_C0062705,0
C0078257_C0030840,0
C0078257_C4256073,0
C0030840_C0078257,0
C0030840_C4256073,0
C4256073_C0078257,0
C4256073_C0030840,0
C0162680_C1337333,0
C0162680_C0146224,0
C1337333_C0162680,0
C1337333_C0146224,0
C0146224_C0162680,4
C0146224_C1337333,4
C0034414_C4255874,0
C0034414_C4255875,0
C0034414_C1741817,0
C4255874_C0034414,0
C4255874_C4255875,0
C4255874_C1741817,0
C4255875_C0034414,0
C4255875_C4255874,0
C4255875_C1741817,0
C1741817_C0034414,0
C1741817_C4255874,0
C1741817_C4255875,0
C0078257_C0002680,0
C0078257_C0724526,0
C0002680_C0078257,0
C0002680_C0724526,0
C0724526_C0078257,0
C0724526_C0002680,0
C0078257_C0289313,0
C0289313_C0078257,0
C3886731_C1328134,0
C1328134_C3886731,0
C3853921_C0063322,0
C0063322_C3853921,0
C0246904_C0146224,0
C0146224_C0246904,0
C0002421_C0964264,0
C0078257_C0038432,1
C0038432_C0078257,0
C0244713_C0244714,0
C0244713_C0281603,0
C0244714_C0244713,0
C0244714_C0281603,0
C0281603_C0244713,0
C0281603_C0244714,0
C2987648_C0039736,0
C0039736_C2987648,0
C0078257_C0209227,0
C0209227_C0078257,0
C0078257_C0078839,2
C0078839_C0078257,0
C0733397_C1698364,0
C1698364_C0733397,0
C0078257_C0596004,0
C0596004_C0078257,0
C0964264_C0061271,0
C0964264_C4305836,0
C0061271_C0964264,0
C0061271_C4305836,0
C4305836_C0964264,0
C4305836_C0061271,0
C0078257_C0025810,0
C0025810_C0078257,0
C0078257_C0037982,0
C0037982_C0078257,0
C0027360_C1142934,0
C1142934_C0027360,0
C0049506_C0281603,0
C0281603_C0049506,0
C0011777_C0281603,3
C0281603_C0011777,0
C0002502_C2987648,0
C2987648_C0002502,0
C0002575_C1257689,0
C0002575_C2987648,0
C1257689_C0002575,0
C1257689_C2987648,0
C2987648_C0002575,0
C2987648_C1257689,0
C0071568_C0045093,1
C0045093_C0071568,0
C0078257_C0243902,0
C0243902_C0078257,0
C0025611_C0805891,0
C0025611_C3853921,0
C0805891_C0025611,0
C0805891_C3853921,0
C3853921_C0025611,0
C3853921_C0805891,0
C1328025_C1434409,0
C1328025_C1456449,0
C1328025_C1831919,0
C1434409_C1328025,0
C1434409_C1456449,0
C1434409_C1831919,0
C1456449_C1328025,0
C1456449_C1434409,0
C1456449_C1831919,0
C1831919_C1328025,0
C1831919_C1434409,0
C1831919_C1456449,0
C0209210_C1142934,0
C1142934_C0209210,0
C0008287_C0297960,0
C0297960_C0008287,0
C0107994_C2352806,0
C2352806_C0107994,0
C0004609_C4256145,0
C0004609_C2935840,0
C4256145_C0004609,0
C4256145_C2935840,0
C2935840_C0004609,0
C2935840_C4256145,0
C1506770_C1958300,0
C1958300_C1506770,0
C3818721_C0065517,0
C0065517_C3818721,0
C1831919_C0035608,0
C0035608_C1831919,0
C0040610_C0210657,3
C0210657_C0040610,0
C0144576_C0678133,0
C0144576_C0006674,0
C0678133_C0144576,0
C0678133_C0006674,0
C0006674_C0144576,5
C0006674_C0678133,5
C3658706_C3273711,0
C3273711_C3658706,0
C0257685_C0392938,0
C0257685_C2700334,0
C0257685_C2930490,0
C0392938_C0257685,0
C0392938_C2700334,0
C0392938_C2930490,0
C2700334_C0257685,0
C2700334_C0392938,0
C2700334_C2930490,0
C2930490_C0257685,0
C2930490_C0392938,0
C2930490_C2700334,0
C0059682_C1328134,0
C1328134_C0059682,0
C3658706_C1456409,0
C1456409_C3658706,0
C0964264_C0025826,0
C0964264_C1449554,0
C0025826_C0964264,0
C0025826_C1449554,0
C1449554_C0964264,0
C1449554_C0025826,0
C0030049_C2935840,0
C2935840_C0030049,0
C0140610_C0246719,0
C0140610_C1135132,0
C0246719_C0140610,0
C0246719_C1135132,0
C1135132_C0140610,0
C1135132_C0246719,0
C1099414_C0297960,0
C0297960_C1099414,0
C0030049_C1135129,0
C1135129_C0030049,0
C0015018_C1698364,0
C1698364_C0015018,0
C0015018_C1135132,0
C1135132_C0015018,0
C1135129_C0965129,0
C0965129_C1135129,0
C3661315_C1135129,0
C1135129_C3661315,0
C2935840_C0965129,0
C0965129_C2935840,0
C0030095_C0210657,0
C0210657_C0030095,0
C0024476_C0591789,0
C0024476_C1328134,0
C0591789_C0024476,0
C0591789_C1328134,0
C1328134_C0024476,0
C1328134_C0591789,0
C0964264_C2349941,0
C2349941_C0964264,0
C0032334_C1135129,0
C1135129_C0032334,0
C0004609_C4256145,0
C0004609_C1135129,0
C4256145_C0004609,0
C4256145_C1135129,0
C1135129_C0004609,0
C1135129_C4256145,0
C0047506_C0964264,0
C0964264_C0047506,0
C1098320_C1741817,0
C1741817_C1098320,0
C0032334_C2935840,0
C2935840_C0032334,0
C0028214_C1328134,0
C1328134_C0028214,0
C0008296_C1741817,0
C1741817_C0008296,0
C0771648_C1328134,0
C1328134_C0771648,0
C0024480_C1572489,0
C1572489_C0024480,0
C0146224_C0024480,0
C0146224_C1572489,0
C0245109_C0210657,5
C0210657_C0245109,0
C0015020_C3537278,0
C0015020_C0012228,0
C3537278_C0015020,0
C3537278_C0012228,0
C0012228_C0015020,0
C0012228_C3537278,0
C0031453_C3658706,0
C3658706_C0031453,0
C0025677_C0037209,3
C0037209_C0025677,0
C0002658_C0011812,0
C0002658_C0301063,0
C0002658_C0281603,0
C0011812_C0002658,0
C0011812_C0301063,0
C0011812_C0281603,0
C0301063_C0002658,0
C0301063_C0011812,0
C0301063_C0281603,0
C0281603_C0002658,0
C0281603_C0011812,0
C0281603_C0301063,0
C0297960_C0031923,0
C0031923_C0297960,0
C0078257_C0002499,0
C0002499_C0078257,0
C0078257_C0008188,0
C0078257_C4256042,0
C0008188_C0078257,0
C0008188_C4256042,0
C4256042_C0078257,0
C4256042_C0008188,0
C1831919_C0965129,0
C0965129_C1831919,0
C0078257_C0025668,0
C0025668_C0078257,0
C0078257_C0039663,0
C0039663_C0078257,0
C0218986_C0532362,0
C0532362_C0218986,0
C0040610_C3658706,0
C3658706_C0040610,0
C0078257_C0762737,0
C0762737_C0078257,0
C0145185_C1142934,0
C1142934_C0145185,0
C0526058_C0762659,0
C0762659_C0526058,0
C0529793_C0297960,0
C0297960_C0529793,0
C0030040_C3658706,0
C3658706_C0030040,0
C0078257_C0019453,1
C0019453_C0078257,0
C0078257_C0030771,0
C0030771_C0078257,0
C0078257_C0068333,0
C0068333_C0078257,0
C0025677_C0006491,0
C0006491_C0025677,0
C0020823_C0915142,3
C0915142_C0020823,0
C0078257_C0244404,4
C0244404_C0078257,0
C0025677_C0140575,5
C0140575_C0025677,0
C2975395_C1135129,0
C1135129_C2975395,0
C0011276_C0025677,0
C0078257_C0022616,0
C0022616_C0078257,0
C3658706_C0076733,0
C0076733_C3658706,0
C0078257_C0016384,0
C0016384_C0078257,0
C0078257_C0030049,2
C0030049_C0078257,0
C3853921_C0001143,0
C0001143_C3853921,0
C3853921_C0071126,0
C3853921_C0950476,0
C0071126_C3853921,0
C0071126_C0950476,0
C0950476_C3853921,0
C0950476_C0071126,0
C0078257_C0165921,0
C0165921_C0078257,0
C0078257_C0118168,0
C0118168_C0078257,0
C0063469_C1135129,0
C1135129_C0063469,0
C0029983_C1135129,0
C1135129_C0029983,0
C0257685_C0392938,0
C0257685_C2700334,0
C0257685_C2974289,0
C0392938_C0257685,0
C0392938_C2700334,0
C0392938_C2974289,0
C2700334_C0257685,0
C2700334_C0392938,0
C2700334_C2974289,0
C2974289_C0257685,0
C2974289_C0392938,0
C2974289_C2700334,0
C0078840_C1142934,0
C1142934_C0078840,0
C0025506_C2987648,0
C2987648_C0025506,0
C0015020_C3537278,0
C0015020_C0031957,0
C3537278_C0015020,0
C3537278_C0031957,0
C0031957_C0015020,0
C0031957_C3537278,0
C0001407_C0045093,0
C0045093_C0001407,0
C0078257_C0024321,0
C0024321_C0078257,0
C1881068_C1328134,0
C1328134_C1881068,1
C0093999_C0012228,0
C0012228_C0093999,3
C1135135_C0028368,0
C0028368_C1135135,0
C0379881_C1135129,0
C1135129_C0379881,0
C0025893_C2935840,0
C2935840_C0025893,0
C0025893_C1135129,0
C1135129_C0025893,0
C0002699_C0591085,0
C0002699_C0532362,0
C0591085_C0002699,0
C0591085_C0532362,0
C0532362_C0002699,0
C0532362_C0591085,0
C0379881_C2935840,0
C2935840_C0379881,0
C3853921_C0078049,0
C3853921_C1372952,0
C0078049_C3853921,0
C0078049_C1372952,0
C1372952_C3853921,0
C1372952_C0078049,0
C1506770_C0025598,0
C0025598_C1506770,0
C0028193_C3853921,0
C3853921_C0028193,0
C0964264_C0008024,0
C0964264_C0085994,0
C0008024_C0964264,0
C0008024_C0085994,0
C0085994_C0964264,0
C0085994_C0008024,0
C0030095_C3658706,0
C3658706_C0030095,0
C0015020_C3537278,0
C0015020_C0796545,0
C3537278_C0015020,0
C3537278_C0796545,0
C0796545_C0015020,0
C0796545_C3537278,0
C0078257_C0028128,0
C0028128_C0078257,0
C0078257_C0010620,0
C0010620_C0078257,0
C0078257_C0033229,2
C0078257_C4256066,2
C0033229_C0078257,0
C0033229_C4256066,0
C4256066_C0078257,0
C4256066_C0033229,0
C0078257_C0040987,1
C0040987_C0078257,0
C0005100_C0964264,0
C0059041_C0964264,0
C0964264_C0059041,0
C0085297_C0358321,0
C0085297_C2702333,0
C0085297_C0532362,0
C0358321_C0085297,0
C0358321_C2702333,0
C0358321_C0532362,0
C2702333_C0085297,0
C2702333_C0358321,0
C2702333_C0532362,0
C0532362_C0085297,0
C0532362_C0358321,0
C0532362_C2702333,0
C0076652_C2974289,0
C2974289_C0076652,2
C3853921_C0076959,0
C3853921_C1519641,0
C0076959_C3853921,0
C0076959_C1519641,0
C1519641_C3853921,0
C1519641_C0076959,0
C0041009_C1741817,0
C1741817_C0041009,0
C3853921_C0010467,2
C0010467_C3853921,0
C0213771_C0532362,0
C0532362_C0213771,0
C0964264_C0002615,0
C0002615_C0964264,0
C0078257_C0008168,4
C0078257_C0699300,4
C0078257_C0699305,4
C0078257_C4256055,4
C0008168_C0078257,0
C0008168_C0699300,0
C0008168_C0699305,0
C0008168_C4256055,0
C0699300_C0078257,0
C0699300_C0008168,0
C0699300_C0699305,0
C0699300_C4256055,0
C0699305_C0078257,0
C0699305_C0008168,0
C0699305_C0699300,0
C0699305_C4256055,0
C4256055_C0078257,0
C4256055_C0008168,0
C4256055_C0699300,0
C4256055_C0699305,0
C0964264_C0525079,0
C0964264_C1529660,0
C0525079_C0964264,0
C0525079_C1529660,0
C1529660_C0964264,0
C1529660_C0525079,0
C0078257_C0014582,1
C0014582_C0078257,0
C0070620_C2974289,0
C2974289_C0070620,0
C0025643_C1741817,0
C1741817_C0025643,0
C0040165_C0281603,0
C0281603_C0040165,0
C0245109_C3658706,0
C3658706_C0245109,0
C0078257_C0163159,0
C0163159_C0078257,0
C3853921_C2703138,0
C2703138_C3853921,0
C0052796_C1698364,0
C1698364_C0052796,0
C0039542_C0039543,0
C0039542_C1142934,0
C0039543_C0039542,0
C0039543_C1142934,0
C1142934_C0039542,0
C1142934_C0039543,0
C0537439_C0532362,0
C0532362_C0537439,0
C0052796_C1135132,2
C1135132_C0052796,0
C0008932_C3658706,0
C3658706_C0008932,0
C0022487_C0022489,0
C0022487_C0964264,0
C0022489_C0022487,0
C0022489_C0964264,0
C0964264_C0022487,0
C0964264_C0022489,0
C0078257_C0050559,0
C0050559_C0078257,0
C0093999_C0008161,0
C0008161_C0093999,3
C0000379_C1741817,0
C1741817_C0000379,0
C0935989_C1741817,0
C1741817_C0935989,0
C0078257_C0065180,0
C0065180_C0078257,0
C0078257_C0025376,2
C0025376_C0078257,0
C1506770_C0025872,0
C0025872_C1506770,2
C0093999_C0796545,0
C0796545_C0093999,0
C0964264_C0209211,0
C0209211_C0964264,0
C0076891_C0281603,0
C0281603_C0076891,0
C0136123_C1142934,0
C1142934_C0136123,0
C0012702_C0078257,0
C0078257_C0012702,0
C0964264_C0044971,0
C0044971_C0964264,0
C0078257_C0014310,0
C0014310_C0078257,0
C0029112_C2987648,0
C2987648_C0029112,0
C0031453_C3818721,0
C3818721_C0031453,0
C0245109_C3818721,5
C3818721_C0245109,0
C0078257_C0073631,0
C0073631_C0078257,0
C0093999_C0031957,0
C0031957_C0093999,0
C0032912_C1741817,0
C1741817_C0032912,0
C0093999_C2347999,0
C2347999_C0093999,0
C0078257_C0387288,0
C0387288_C0078257,0
C1142934_C0017628,0
C0017628_C1142934,0
C0531264_C0078257,0
C0526950_C2974289,0
C2974289_C0526950,0
C0526058_C2930490,0
C2930490_C0526058,0
C0073096_C1101322,0
C0073096_C0281603,0
C1101322_C0073096,0
C1101322_C0281603,0
C0281603_C0073096,0
C0281603_C1101322,0
C0025677_C3272698,0
C3272698_C0025677,0
C0935989_C1328134,0
C1328134_C0935989,0
C0025677_C1609931,5
C1609931_C0025677,0
C0025677_C3657270,0
C3657270_C0025677,0
C0025677_C3658706,0
C3658706_C0025677,0
C0536495_C3853921,0
C3853921_C0536495,0
C0014695_C0078257,0
C0078257_C0014695,0
C1135135_C0027780,0
C0027780_C1135135,0
C1135135_C0020264,2
C0020264_C1135135,0
C3273711_C1142934,0
C1142934_C3273711,0
C0025677_C0297001,0
C0297001_C0025677,0
C0006644_C1170114,0
C0006644_C3658706,0
C1170114_C0006644,0
C1170114_C3658706,0
C3658706_C0006644,0
C3658706_C1170114,0
C0025853_C1831919,0
C1831919_C0025853,0
C1135135_C0048808,0
C0048808_C1135135,0
C1135135_C0012271,2
C0012271_C1135135,0
C0144576_C0678133,0
C0144576_C0078049,0
C0144576_C1372952,0
C0678133_C0144576,0
C0678133_C0078049,0
C0678133_C1372952,0
C0078049_C0144576,0
C0078049_C0678133,0
C0078049_C1372952,0
C1372952_C0144576,0
C1372952_C0678133,0
C1372952_C0078049,0
C0034665_C2930490,2
C2930490_C0034665,0
C0935989_C0919273,0
C0919273_C0935989,0
C0057231_C3658706,0
C3658706_C0057231,0
C0034417_C1698364,0
C1698364_C0034417,0
C0851344_C2930490,0
C2930490_C0851344,0
C0034417_C1135132,4
C1135132_C0034417,0
C1135135_C0031444,4
C0031444_C1135135,0
C0025677_C0146011,0
C0146011_C0025677,0
C0006976_C1135129,0
C1135129_C0006976,0
C1135135_C0935916,2
C0935916_C1135135,0
C1135135_C0025893,0
C0025893_C1135135,0
C0014806_C0600214,0
C0014806_C1142934,0
C0600214_C0014806,0
C0600214_C1142934,0
C1142934_C0014806,0
C1142934_C0600214,0
C0123091_C1142934,0
C1142934_C0123091,0
C0006976_C2935840,0
C2935840_C0006976,0
C2352806_C1142934,0
C1142934_C2352806,0
C0030140_C2974289,0
C2974289_C0030140,0
C0210657_C0526371,0
C0526371_C0210657,0
C0387288_C1135174,0
C1135174_C0387288,0
C0002680_C0724526,0
C0002680_C1142934,0
C0724526_C0002680,0
C0724526_C1142934,0
C1142934_C0002680,0
C1142934_C0724526,0
C1135135_C0012132,0
C0012132_C1135135,0
C0025677_C0068006,0
C0068006_C0025677,0
C1506770_C0016278,0
C0016278_C1506770,0
C0001268_C1135132,0
C1135132_C0001268,0
C0025677_C2742797,1
C2742797_C0025677,0
C0101334_C2974289,0
C2974289_C0101334,0
C0596004_C1831919,0
C1831919_C0596004,0
C0001268_C1698364,0
C1698364_C0001268,0
C0012373_C1135129,0
C1135129_C0012373,0
C0026549_C0919273,0
C0919273_C0026549,0
C1135135_C0015011,2
C0015011_C1135135,0
C0025677_C0040341,3
C0040341_C0025677,0
C0002555_C0532362,0
C0532362_C0002555,0
C0025677_C0379881,0
C0379881_C0025677,0
C0011812_C0281603,0
C0281603_C0011812,0
C0012373_C2935840,0
C2935840_C0012373,0
C0040263_C1135174,0
C1135174_C0040263,0
C0018549_C0443369,0
C0018549_C1328134,0
C0443369_C0018549,0
C0443369_C1328134,0
C1328134_C0018549,0
C1328134_C0443369,0
C0018549_C0443369,0
C0018549_C0919273,0
C0443369_C0018549,0
C0443369_C0919273,0
C0919273_C0018549,0
C0919273_C0443369,0
C0008838_C0526371,0
C0526371_C0008838,0
C0210657_C1831796,1
C1831796_C0210657,0
C0012702_C0045093,3
C0045093_C0012702,0
C0676831_C0964264,0
C0964264_C0676831,0
C0042670_C2352806,0
C2352806_C0042670,0
C0025677_C1176306,2
C1176306_C0025677,0
C1881068_C0146224,0
C0146224_C1881068,0
C0025384_C1135129,0
C1135129_C0025384,0
C0076339_C0145663,0
C0076339_C4519665,0
C0076339_C0532362,0
C0145663_C0076339,0
C0145663_C4519665,0
C0145663_C0532362,0
C4519665_C0076339,0
C4519665_C0145663,0
C4519665_C0532362,0
C0532362_C0076339,0
C0532362_C0145663,0
C0532362_C4519665,0
C0076733_C1142934,0
C1142934_C0076733,0
C0034665_C0762659,0
C0762659_C0034665,0
C0281603_C0033228,0
C0033228_C0281603,0
C0127615_C0253787,0
C0127615_C3853921,0
C0253787_C0127615,0
C0253787_C3853921,0
C3853921_C0127615,0
C3853921_C0253787,0
C0055729_C0532362,0
C0532362_C0055729,0
C1135135_C0015018,0
C0015018_C1135135,0
C0851344_C0762659,0
C0762659_C0851344,0
C0026549_C1328134,0
C1328134_C0026549,0
C0257685_C0392938,0
C0257685_C2700334,0
C0257685_C2987648,0
C0392938_C0257685,0
C0392938_C2700334,0
C0392938_C2987648,0
C2700334_C0257685,0
C2700334_C0392938,0
C2700334_C2987648,0
C2987648_C0257685,0
C2987648_C0392938,0
C2987648_C2700334,0
C2987648_C0025688,0
C0025688_C2987648,0
C0002499_C3853921,0
C3853921_C0002499,0
C0257685_C0392938,0
C0257685_C2700334,0
C0257685_C0078257,0
C0392938_C0257685,0
C0392938_C2700334,0
C0392938_C0078257,0
C2700334_C0257685,0
C2700334_C0392938,0
C2700334_C0078257,0
C0078257_C0257685,0
C0078257_C0392938,0
C0078257_C2700334,0
C0015020_C3537278,0
C0015020_C0070455,0
C3537278_C0015020,0
C3537278_C0070455,0
C0070455_C0015020,0
C0070455_C3537278,0
C1135135_C0070220,0
C0070220_C1135135,0
C3853921_C0026218,0
C0026218_C3853921,0
C2606556_C1831919,0
C1831919_C2606556,0
C0025677_C0068771,3
C0068771_C0025677,0
C0004906_C0078257,0
C0078257_C0004906,5
C0028094_C0078257,0
C0078257_C0028094,0
C1135135_C0004482,2
C0004482_C1135135,0
C1135135_C0027603,0
C0027603_C1135135,0
C0038742_C2352806,0
C2352806_C0038742,0
C1135135_C0060926,0
C0060926_C1135135,0
C0006233_C0919273,0
C0919273_C0006233,0
C0063469_C0078257,0
C0078257_C0063469,0
C1135135_C0851344,0
C0851344_C1135135,0
C0663241_C3853921,0
C3853921_C0663241,0
C0022180_C0297960,0
C0297960_C0022180,0
C0022252_C2987648,0
C2987648_C0022252,0
C1135135_C0013030,0
C0013030_C1135135,0
C1135135_C0101334,0
C0101334_C1135135,0
C0038418_C2352806,0
C2352806_C0038418,0
C1135135_C1565316,2
C1565316_C1135135,0
C2987648_C1831919,0
C1831919_C2987648,0
C1135135_C0060657,2
C0060657_C1135135,0
C0026088_C0297960,0
C0297960_C0026088,0
C0526058_C2987648,0
C2987648_C0526058,0
C1135135_C0010711,0
C0010711_C1135135,0
C0025605_C1328025,0
C0025605_C1434409,0
C0025605_C1456449,0
C1328025_C0025605,0
C1328025_C1434409,0
C1328025_C1456449,0
C1434409_C0025605,0
C1434409_C1328025,0
C1434409_C1456449,0
C1456449_C0025605,0
C1456449_C1328025,0
C1456449_C1434409,0
C0032950_C1328134,0
C1328134_C0032950,0
C1135135_C0030140,0
C0030140_C1135135,0
C0030092_C0701904,0
C0030092_C2698682,0
C0030092_C4255996,0
C0030092_C4255997,0
C0030092_C1135132,0
C0701904_C0030092,0
C0701904_C2698682,0
C0701904_C4255996,0
C0701904_C4255997,0
C0701904_C1135132,0
C2698682_C0030092,0
C2698682_C0701904,0
C2698682_C4255996,0
C2698682_C4255997,0
C2698682_C1135132,0
C4255996_C0030092,0
C4255996_C0701904,0
C4255996_C2698682,0
C4255996_C4255997,0
C4255996_C1135132,0
C4255997_C0030092,0
C4255997_C0701904,0
C4255997_C2698682,0
C4255997_C4255996,0
C4255997_C1135132,0
C1135132_C0030092,0
C1135132_C0701904,0
C1135132_C2698682,0
C1135132_C4255996,0
C1135132_C4255997,0
C0030092_C0701904,0
C0030092_C2698682,0
C0030092_C4255996,0
C0030092_C4255997,0
C0030092_C1698364,0
C0701904_C0030092,0
C0701904_C2698682,0
C0701904_C4255996,0
C0701904_C4255997,0
C0701904_C1698364,0
C2698682_C0030092,0
C2698682_C0701904,0
C2698682_C4255996,0
C2698682_C4255997,0
C2698682_C1698364,0
C4255996_C0030092,0
C4255996_C0701904,0
C4255996_C2698682,0
C4255996_C4255997,0
C4255996_C1698364,0
C4255997_C0030092,0
C4255997_C0701904,0
C4255997_C2698682,0
C4255997_C4255996,0
C4255997_C1698364,0
C1698364_C0030092,0
C1698364_C0701904,0
C1698364_C2698682,0
C1698364_C4255996,0
C1698364_C4255997,0
C0032950_C0919273,0
C0919273_C0032950,0
C0288792_C1741817,0
C1741817_C0288792,0
C0025677_C0210657,3
C0210657_C0025677,0
C2347624_C1831919,0
C1831919_C2347624,0
C2697961_C1831919,0
C1831919_C2697961,0
C3467876_C1831919,0
C1831919_C3467876,0
C0025677_C0026256,5
C0026256_C0025677,0
C0048306_C1831919,0
C1831919_C0048306,0
C0042682_C0030140,0
C0030140_C0042682,0
C1135135_C0026251,0
C0026251_C1135135,0
C0078257_C1832030,0
C0078257_C2987643,0
C1832030_C0078257,0
C1832030_C2987643,0
C2987643_C0078257,0
C2987643_C1832030,0
C0006644_C1170114,0
C0006644_C0210657,2
C1170114_C0006644,0
C1170114_C0210657,2
C0210657_C0006644,0
C0210657_C1170114,0
C0144576_C0678133,0
C0144576_C0016278,0
C0678133_C0144576,0
C0678133_C0016278,0
C0016278_C0144576,1
C0016278_C0678133,1
C0391001_C0297960,0
C0297960_C0391001,0
C0015020_C3537278,0
C0015020_C1098262,0
C3537278_C0015020,0
C3537278_C1098262,0
C1098262_C0015020,0
C1098262_C3537278,0
C0004259_C0146224,0
C0146224_C0004259,0
C0015020_C3537278,0
C0015020_C0076612,0
C3537278_C0015020,0
C3537278_C0076612,0
C0076612_C0015020,0
C0076612_C3537278,0
C2742797_C3853921,0
C3853921_C2742797,0
C0055856_C0620902,0
C0055856_C1142934,0
C0620902_C0055856,0
C0620902_C1142934,0
C1142934_C0055856,0
C1142934_C0620902,0
C0038665_C2974289,0
C2974289_C0038665,0
C0025677_C0113293,3
C0113293_C0025677,0
C2987417_C1831919,0
C1831919_C2987417,0
C0025677_C0009002,5
C0025677_C4085891,5
C0009002_C0025677,0
C0009002_C4085891,0
C4085891_C0025677,0
C4085891_C0009002,0
C0029112_C1135132,0
C1135132_C0029112,0
C0031453_C0210657,1
C0210657_C0031453,0
C0013030_C0297960,0
C0297960_C0013030,0
C0165631_C0146224,0
C0146224_C0165631,0
C0003420_C0297960,0
C0297960_C0003420,0
C0006976_C1831919,0
C1831919_C0006976,0
C0015020_C3537278,0
C0015020_C1453789,0
C3537278_C0015020,0
C3537278_C1453789,0
C1453789_C0015020,0
C1453789_C3537278,0
C1506770_C0055895,0
C0055895_C1506770,5
C0015020_C3537278,0
C0015020_C0299316,0
C3537278_C0015020,0
C3537278_C0299316,0
C0299316_C0015020,0
C0299316_C3537278,0
C0079459_C0210630,0
C0079459_C3542463,0
C0079459_C3892863,0
C0079459_C0015133,0
C0210630_C0079459,0
C0210630_C3542463,0
C0210630_C3892863,0
C0210630_C0015133,0
C3542463_C0079459,0
C3542463_C0210630,0
C3542463_C3892863,0
C3542463_C0015133,0
C3892863_C0079459,0
C3892863_C0210630,0
C3892863_C3542463,0
C3892863_C0015133,0
C0015133_C0079459,0
C0015133_C0210630,0
C0015133_C3542463,0
C0015133_C3892863,0
C0024476_C0591789,0
C0024476_C0146224,0
C0591789_C0024476,0
C0591789_C0146224,0
C0146224_C0024476,3
C0146224_C0591789,3
C1506770_C0006674,0
C0006674_C1506770,0
C0538927_C3658706,0
C3658706_C0538927,0
C0378466_C1698364,0
C1698364_C0378466,0
C0014582_C0146224,1
C0146224_C0014582,0
C0008929_C0146224,0
C0146224_C0008929,0
C0012373_C1831919,0
C1831919_C0012373,0
C0073393_C0146224,0
C0146224_C0073393,0
C0378466_C1135132,4
C1135132_C0378466,0
C0042682_C0101334,1
C0101334_C0042682,0
C1948068_C1831919,0
C1831919_C1948068,0
C0246415_C0771375,0
C0246415_C0055895,0
C0771375_C0246415,0
C0771375_C0055895,0
C0055895_C0246415,5
C0055895_C0771375,5
C0042291_C0080356,0
C0042291_C0762659,0
C0080356_C0042291,0
C0080356_C0762659,0
C0762659_C0042291,0
C0762659_C0080356,0
C0079459_C0210630,0
C0079459_C3542463,0
C0079459_C3892863,0
C0079459_C0123931,0
C0210630_C0079459,0
C0210630_C3542463,0
C0210630_C3892863,0
C0210630_C0123931,0
C3542463_C0079459,0
C3542463_C0210630,0
C3542463_C3892863,0
C3542463_C0123931,0
C3892863_C0079459,0
C3892863_C0210630,0
C3892863_C3542463,0
C3892863_C0123931,0
C0123931_C0079459,0
C0123931_C0210630,0
C0123931_C3542463,0
C0123931_C3892863,0
C0171023_C1142934,0
C1142934_C0171023,0
C0028368_C1698364,0
C1698364_C0028368,0
C0015020_C3537278,0
C0015020_C0877874,0
C3537278_C0015020,0
C3537278_C0877874,0
C0877874_C0015020,0
C0877874_C3537278,0
C0015020_C3537278,0
C0015020_C0065767,0
C3537278_C0015020,0
C3537278_C0065767,0
C0065767_C0015020,0
C0065767_C3537278,0
C0076836_C0146224,4
C0146224_C0076836,0
C0015020_C3537278,0
C0015020_C1174783,0
C0015020_C1176289,0
C3537278_C0015020,0
C3537278_C1174783,0
